Item,10 Wins,10-0 Run,Win at Diamond,Win with Enchanted,Win with Another Hero,Hero,Size,Column 12,Column 1,Column 13,Column 2,Column 3
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
